Individual,Site,Comp.Species,DBH
SORAME201603_GR,GR,ABIBAL,4
SORAME201603_GR,GR,ABIBAL,4
SORAME201603_GR,GR,ACESPI,4.2
SORAME201603_GR,GR,BETALL,4.3
SORAME201603_GR,GR,ABIBAL,4.4
SORAME201603_GR,GR,ABIBAL,4.5
SORAME201603_GR,GR,ABIBAL,4.9
SORAME201603_GR,GR,ACESPI,4.9
SORAME201603_GR,GR,ACESPI,5.2
SORAME201603_GR,GR,SORAME,5.5
SORAME201603_GR,GR,ABIBAL,5.9
SORAME201603_GR,GR,BETALL,6
SORAME201603_GR,GR,BETALL,6
SORAME201603_GR,GR,BETALL,6.7
SORAME201603_GR,GR,BETALL,6.9
SORAME201603_GR,GR,BETALL,9.1
SORAME201603_GR,GR,BETALL,10.3
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME201604_SH,SH,ACERUB,less.than.1
SORAME201604_SH,SH,ACERUB,less.than.1
SORAME201604_SH,SH,ACERUB,less.than.1
SORAME201604_SH,SH,ACERUB,less.than.1
SORAME201604_SH,SH,ACERUB,less.than.1
SORAME201604_SH,SH,ACESPI,less.than.1
SORAME201604_SH,SH,ACESPI,less.than.1
SORAME201604_SH,SH,ACESPI,less.than.1
SORAME201604_SH,SH,ALNINC,1.2
SORAME201604_SH,SH,ACERUB,1.2
SORAME201604_SH,SH,ACERUB,1.3
SORAME201604_SH,SH,SORAME,1.3
SORAME201604_SH,SH,ALNINC,1.5
SORAME201604_SH,SH,ALNINC,1.7
SORAME201604_SH,SH,ACESPI,1.7
SORAME201604_SH,SH,ACESPI,1.8
SORAME201604_SH,SH,ALNINC,2
SORAME201604_SH,SH,ACERUB,2.1
SORAME201604_SH,SH,ALNINC,2.3
SORAME201604_SH,SH,ALNINC,2.4
SORAME201604_SH,SH,ACERUB,2.5
SORAME201604_SH,SH,ALNINC,2.6
SORAME201604_SH,SH,ALNINC,3.2
SORAME201604_SH,SH,ACERUB,3.6
SORAME201604_SH,SH,ALNINC,3.8
SORAME201604_SH,SH,ACERUB,4.1
SORAME201604_SH,SH,ACERUB,5.2
SORAME201604_SH,SH,ACERUB,5.2
SORAME201604_SH,SH,ALNINC,5.5
SORAME201604_SH,SH,ACERUB,5.7
SORAME201604_SH,SH,ALNINC,5.9
SORAME201604_SH,SH,ACERUB,9.2
SORAME201604_SH,SH,ACERUB,11.2
SORAME201604_SH,SH,ACERUB,13.2
SORAME201604_SH,SH,ALNINC,less.than.1
SORAME99_SH,SH,ACESAC,less.than.1
SORAME99_SH,SH,SORAME,1.2
SORAME99_SH,SH,ABIBAL,1.4
SORAME99_SH,SH,AMELAE,1.5
SORAME99_SH,SH,ACERUB,3.5
SORAME99_SH,SH,ACERUB,3.9
SORAME99_SH,SH,ABIBAL,4
SORAME99_SH,SH,BETALL,4.3
SORAME99_SH,SH,ABIBAL,4.9
SORAME99_SH,SH,ACERUB,5.5
SORAME99_SH,SH,BETALL,6
SORAME99_SH,SH,ACERUB,6.4
SORAME99_SH,SH,BETALL,6.9
SORAME99_SH,SH,ACERUB,9
SORAME99_SH,SH,ACERUB,9
SORAME99_SH,SH,ACERUB,9
SORAME99_SH,SH,BETALL,9
SORAME99_SH,SH,ACERUB,9.4
SORAME99_SH,SH,ACERUB,9.9
SORAME99_SH,SH,ACERUB,10.2
SORAME99_SH,SH,ACERUB,10.7
SORAME99_SH,SH,ACERUB,10.7
SORAME99_SH,SH,BETALL,11.4
SORAME99_SH,SH,ACERUB,13.7
SORAME99_SH,SH,ACERUB,14.2
SORAME99_SH,SH,BETALL,15
SORAME201603_SH,SH,PRUPEN,8.6
SORAME201603_SH,SH,PRUPEN,9.5
SORAME201603_SH,SH,PRUPEN,7
SORAME201603_SH,SH,ACERUB,5
SORAME201603_SH,SH,ACERUB,5.2
SORAME201603_SH,SH,ACERUB,6.9
SORAME201603_SH,SH,ACERUB,3.5
SORAME201603_SH,SH,ACERUB,3.5
SORAME201603_SH,SH,ACERUB,13.5
SORAME201603_SH,SH,ACERUB,8.6
SORAME201603_SH,SH,ABIBAL,1.4
SORAME201603_SH,SH,ABIBAL,2.2
SORAME201603_SH,SH,ABIBAL,1.5
SORAME201603_SH,SH,ABIBAL,19.4
SORAME201603_SH,SH,ABIBAL,1.6
SORAME201603_SH,SH,ABIBAL,1.5
SORAME201603_SH,SH,ABIBAL,1
SORAME201603_SH,SH,ABIBAL,16.6
SORAME201603_SH,SH,ABIBAL,2.2
SORAME201603_SH,SH,ABIBAL,9.4
SORAME201603_SH,SH,BETPAP,15.5
SORAME201603_SH,SH,BETPAP,5.9
SORAME201603_SH,SH,BETPAP,12.1
SORAME201603_SH,SH,BETPAP,6
SORAME201603_SH,SH,BETPAP,12.7
SORAME201603_SH,SH,ACESPI,3.3
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,1.3
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,1
SORAME201603_SH,SH,ACESPI,1.5
SORAME201603_SH,SH,ACESPI,3.8
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,4.2
SORAME201603_SH,SH,ACESPI,1.6
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,3.4
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,ACESPI,less.than.1
SORAME201603_SH,SH,POPGRA,27.4
